Department Family,Entity,Date,Expense Type,Expense Area,Supplier,Transaction No,Item Text, £ ,Postal Code
Department for Transport,National Highways,21/03/2025,TA Renewal of Structures - Capital,OPERATIONS DIRECTORATE,Colas Limited,1016219,Renewals of Structures,"£71,038.27",B37 7YB
Department for Transport,Department for Transport,05/03/2025,Subsidies Private Se,DG Public Transport and Local Group,Thames Valley Buses Ltd,2000035333,Thames Valley Buses Ltd,"£71,016.47",RG1 7HH
Department for Transport,High Speed Two (HS2) Limited,10/03/2025,Business Services,P40530 - Marketing Communications,BLOOM PROCUREMENT SERVICES LTD,#,Phygital,"£70,999.20",#
Department for Transport,EWR,03/03/2025,Environmental Services,Secure Right to Build,RSK Environment Limited,19469,Geophysical Surveys Aug 2024 - Jan 2025,"£70,969.99",WA6 0AR
Department for Transport,National Highways,28/03/2025,TA Cost AUC – Non SRN,DIGITAL SERVICES,AMEY OWR LTD,1017870,Corporate Support Services,"£70,961.67",OX4 4DQ
Department for Transport,National Highways,31/03/2025,Contractor Costs,OPERATIONS DIRECTORATE,ACTICA CONSULTING LIMITED,1018109,Operate General Management Costs,"£70,900.80",GU2 7RF
Department for Transport,Department for Transport,05/03/2025,Subsidies Private Se,DG Public Transport and Local Group,FIRST POTTERIES LTD,2000035351,FIRST POTTERIES LIMITED,"£70,745.35",LS1 4HY
Department for Transport,National Highways,17/03/2025,TA Renewal of Roads - Capital,OPERATIONS DIRECTORATE,Colas Limited,CONF9260003949444957,Renewals of Roads,"£70,702.79",B37 7YB
Department for Transport,National Highways,19/03/2025,TA Cost AUC - Programme,MAJOR PROJECTS,COSTAIN LIMITED,827043,RIS 2 Schemes,"£70,565.28",SL6 4UB
Department for Transport,High Speed Two (HS2) Limited,05/03/2025,Land Referencing,P40030 - Land Property,TERRAQUEST,#,Land Ref Services North,"£70,506.37",#
Department for Transport,Department for Transport,28/03/2025,Research,"DG Decarbonisation, Technology & Strategy ",SYSTRA LIMITED,2000038197,#,"£70,400.35",GU21 5BH
Department for Transport,Department for Transport,07/03/2025,Property Consultancy,DG Corporate Delivery Group,VALUATION OFFICE AGENCY,2000035766,#,"£70,000.00",BN12 4XH
Department for Transport,DVSA,14/03/2025,SMALL SOFTWARE,THEORY TEST POLICY,JELLY LEARN LIMITED,5100008932,8 X 60 SEC CLIPS - 5042 TO 5049,"£70,000.00",#
Department for Transport,National Highways,21/03/2025,TA Cost AUC - Programme,MAJOR PROJECTS,REDFLEX TRAFFIC SYSTEMS LIMITED,1016150,RIS 1 Schemes,"£70,000.00",SO30 2PA
Department for Transport,National Highways,31/03/2025,TA Renewal of Roads - Capital,OPERATIONS DIRECTORATE,H W MARTIN (TRAFFIC MANAGEMENT) LIMITED,1018047,Renewals of Roads,"£69,944.35",DE55 5JY
Department for Transport,Transport Focus,27/03/2025,IT Equipment & Peripherals,Corporate Support,Daisy Corporate Services Trading Limited,PIN029032,#,"£69,840.00",BB9 5SR
Department for Transport,Department for Transport,24/03/2025,Legal Consultancy,DG Public Transport and Local Group,OSBORNE CLARKE LLP,2000037406,#,"£69,839.40",BS1 6EG
Department for Transport,National Highways,19/03/2025,Facilities Management Reactive Works,FINANCE & BUSINESS SERVICES,AMEY COMMUNITY LIMITED,1014351,Customer Operations Traffic Management,"£69,755.38",OX4 4DQ
Department for Transport,Driver & Vehicle Licensing Agency,04/03/2025,Mail Collection/Deli,Operations,ROYAL MAIL GROUP LIMITED,2000033913,#,"£69,599.76",S49 1HQ
Department for Transport,DVSA,24/03/2025,COMPUTER EQUIPMENT SERVICE CHARGE,TS LIVE SERVICES,BOXXE LTD,5100009239,PROFESSIONAL FEES - SO0051960 - CUS0166150,"£69,490.66",#
Department for Transport,National Highways,11/03/2025,TA Renewal of Structures - Capital,MAJOR PROJECTS,KIER TRANSPORTATION LIMITED,1013238,Renewals of Structures,"£69,481.73",M50 3XP
Department for Transport,National Highways,17/03/2025,TA Renewal of Structures - Capital,FINANCE & BUSINESS SERVICES,BALFOUR BEATTY CONSTRUCTION LTD,1013986,Renewals of Structures,"£69,427.00",ML7 4WQ
Department for Transport,Department for Transport,07/03/2025,Agency Staff Costs,DG Corporate Delivery Group,Alexander Mann Solutions Limited,2000035743,#,"£69,422.12",EC2M 5TQ
Department for Transport,Department for Transport,19/03/2025,Research,"DG Decarbonisation, Technology & Strategy ",SYSTRA LIMITED,2000036856,#,"£69,391.78",GU21 5BH
Department for Transport,National Highways,25/03/2025,TA Renewal of Structures - Capital,OPERATIONS DIRECTORATE,WINVIC CONSTRUCTION LTD,1016883,Renewals of Structures,"£69,340.26",NN3 6PZ
Department for Transport,Department for Transport,21/03/2025,Cap Grt Loc Auth,DG Road Transport Group,Durham County Council,2000037223,Durham OnStreet2 75% upfront,"£69,240.00",DH8 1FP
Department for Transport,National Highways,13/03/2025,TA Renewal of Structures - Capital,OPERATIONS DIRECTORATE,WSP UK LIMITED,1013682,Renewals of Structures,"£69,193.08",B1 1RQ
Department for Transport,National Highways,26/03/2025,TA Renewal of Roads - Capital,OPERATIONS DIRECTORATE,RINGWAY INFRASTRUCTURE SERVICES LIMITED,CONF9211303054533924,Renewals of Roads,"£69,160.62",EN1 1TH
Department for Transport,DVSA,21/03/2025,RENT,ESTATES,DRBS TRUST,1900014646,RC - CAMBRIDGEHARDWICK MPTC RENT,"£69,136.34",#
Department for Transport,National Highways,27/03/2025,TA Cost AUC – Non SRN,DIGITAL SERVICES,AtkinsRéalis UK Limited,1017466,Operate General Management Costs,"£69,090.17",KT18 5BW
Department for Transport,National Highways,03/03/2025,TA Cost AUC - Programme,FINANCE & BUSINESS SERVICES,BUYINGTEAM Ltd t/a Proxima,1012300,Business Services General,"£69,000.00",EC2V 6DN
Department for Transport,National Highways,19/03/2025,TA Renewal of Structures - Capital,OPERATIONS DIRECTORATE,KIER TRANSPORTATION LIMITED,CONF9903004140349679,Renewals of Structures,"£68,842.98",M50 3XP
Department for Transport,Department for Transport,21/03/2025,Transport  Consult,DG Public Transport and Local Group,OFFICE OF RAIL & ROAD,100017205,#,"£68,655.60",E14 4QZ
Department for Transport,British Transport Police,24/03/2025,Fuel & Lubricants,Fleet,Allstar Fuel Card Services,586773,Fuel & Lubricants,"£68,629.32",SN5 6PE
Department for Transport,National Highways,27/03/2025,ICT Other costs,DIGITAL SERVICES,BRITISH TELECOM PLC (NON CIS) CHARGES,1017600,Corporate Support Services,"£68,593.27",NE82 6AA
Department for Transport,National Highways,31/03/2025,Other external training costs,HR & EMPLOYEE COMMUNICATION,GenII Engineering & Technology Training Limited,1018018,Corporate Support Services,"£68,588.30",CA14 4JJ
Department for Transport,Maritime and Coastguard Agency,27/03/2025,CP - Equipment Storage and Maintenance,Counter Pollution and Salvage,Ambipar Response Limited,233148052,MCA Monthly Maintenance February 2025,"£68,512.78",S72 7PD
Department for Transport,Department for Transport,31/03/2025,Research,"DG Aviation, Maritime & Security Group",CIVIL AVIATION AUTHORITY,2000038358,#,"£68,400.00",RH6 0YR
Department for Transport,National Highways,24/03/2025,TA Renewal of Roads - Capital,OPERATIONS DIRECTORATE,H W MARTIN (TRAFFIC MANAGEMENT) LIMITED,1016482,Renewals of Roads,"£68,360.49",DE55 5JY
Department for Transport,National Highways,20/03/2025,TA Cost AUC - Programme,OPERATIONS DIRECTORATE,Taylor Woodrow Infrastructure Limited,1014995,Renewals of Technology,"£68,333.79",WD24 4WW
Department for Transport,VCA,24/03/2025,General rates,VCA UK ,THE CITY TREASURER,INV 34087,01/04/2025 - 31/03/2026 Non Domestic Rates Unit 1-3,"£68,265.00",BS99 7BL
Department for Transport,National Highways,28/03/2025,TA Cost AUC - Programme,OPERATIONS DIRECTORATE,CAPGEMINI UK PLC,1017903,Renewals of Technology,"£68,245.97",GU21 6DB
Department for Transport,Department for Transport,05/03/2025,Subsidies Private Se,DG Public Transport and Local Group,CAROUSEL BUSES LTD,2000035327,Carousel Buses Ltd,"£68,223.06",OX4 6GA
Department for Transport,National Highways,18/03/2025,TA Renewal of Structures - Capital,OPERATIONS DIRECTORATE,XEIAD LTD,1014187,Renewals of Structures,"£68,172.15",DE7 8EFEX16 7EJ
Department for Transport,Driver & Vehicle Licensing Agency,06/03/2025,ITConsul-Non Rec,Information Services,BJSS Ltd,2000034228,#,"£68,100.00",LS1 4HR
Department for Transport,National Highways,20/03/2025,TA Renewal of Structures - Capital,OPERATIONS DIRECTORATE,WINVIC CONSTRUCTION LTD,1015457,Renewals of Structures,"£68,008.23",NN3 6PZ
Department for Transport,National Highways,19/03/2025,TA Renewal of Roads - Capital,OPERATIONS DIRECTORATE,BAM NUTTALL LIMITED,1014650,Renewals of Roads,"£68,000.53",GU15 3XW
Department for Transport,Maritime and Coastguard Agency,25/03/2025,Aviation Fuel Charge,Stornoway SAR Helicopter Base,Bristow Helicopters Ltd,233147774,Stornoway Flying Charge February 2025,"£67,952.14",RH1 5JZ
Department for Transport,National Highways,25/03/2025,Contractor Costs,DIGITAL SERVICES,MOTT MACDONALD GROUP LTD,1016919,Corporate Support Services,"£67,879.09",CR0 2EE
Department for Transport,National Highways,21/03/2025,TA Renewal of Roads - Capital,OPERATIONS DIRECTORATE,WILSON & SCOTT (HIGHWAYS) LTD,1016073,Renewals of Roads,"£67,772.82",SL3 0HQ
Department for Transport,Driver & Vehicle Licensing Agency,13/03/2025,Publicity,Human Resource & Est,Manning Gottlieb,2000034902,#,"£67,740.82",SE1 0SW
Department for Transport,National Highways,26/03/2025,TA Renewal of Roads - Capital,OPERATIONS DIRECTORATE,CARNELL SUPPORT SERVICES,1017057,Renewals of Roads,"£67,692.53",ST19 5DJ
Department for Transport,National Highways,14/03/2025,TA Cost AUC - Programme,OPERATIONS DIRECTORATE,CROWN HIGHWAYS LTD,1013798,Renewals of Technology,"£67,688.81",WS7 4QF
Department for Transport,DVSA,21/03/2025,RENT,ESTATES,THE HAMILTON GEE PARTNERSHIP,1900014644,RC - WAKEFIELD MPTC RENT,"£67,641.96",#
Department for Transport,National Highways,27/03/2025,TA Cost AUC – Non SRN,DIGITAL SERVICES,LA INTERNATIONAL COMPUTER CONSULTANTS LTD,1017388,Corporate Support Services,"£67,635.75",ST1 5UB
Department for Transport,National Highways,26/03/2025,CM - Time Based Charges,OPERATIONS DIRECTORATE,THE POLICE AND CRIME COMMISSIONER FOR WEST YORKSHIRE,1017073,Routine Maintenance,"£67,538.22",WF1 3QP
Department for Transport,National Highways,21/03/2025,TA Renewal of Roads - Capital,OPERATIONS DIRECTORATE,Chevron Traffic Management Ltd,1015663,Renewals of Roads,"£67,516.33",EC2M 5QQ
Department for Transport,National Highways,26/03/2025,TA Renewal of Structures - Capital,FINANCE & BUSINESS SERVICES,HAMMOND (ECS) LTD,1017089,Renewals of Structures,"£67,482.66",CF44 0AE
Department for Transport,National Highways,17/03/2025,TA Cost AUC - Programme,LOWER THAMES CROSSING DIR,Estuary Festival CIC,1014012,Communities,"£67,363.20",SS7 1TF
Department for Transport,National Highways,24/03/2025,TA Cost AUC - Programme,OPERATIONS DIRECTORATE,P J Chaffin Limited,1016495,Environment Other,"£67,336.77",BN26 6QU
Department for Transport,Department for Transport,27/03/2025,Property Consultancy,DG Road Transport Group,HM Revenue & Customs,2000038032,#,"£67,290.00",BN12 4XH
Department for Transport,National Highways,21/03/2025,TA Cost AUC - Programme,OPERATIONS DIRECTORATE,J MCCANN & CO LTD,1015636,Renewals of Technology,"£67,243.72",NG9 6DG
Department for Transport,Driver & Vehicle Licensing Agency,03/03/2025,Info Broker Costs,Operations,EXPERIAN,2000033769,#,"£67,239.29",NG80 1ZZ
Department for Transport,Department for Transport,25/03/2025,Support Services,"DG Aviation, Maritime & Security Group",CIVIL AVIATION AUTHORITY,2000037580,#,"£67,226.00",RH6 0YR
Department for Transport,National Highways,11/03/2025,TA Cost AUC - Programme,MAJOR PROJECTS,CAMBRIDGESHIRE COUNTY COUNCIL,1013347,Complex Schemes,"£67,200.00",CB3 0AP
Department for Transport,National Highways,24/03/2025,TA Renewal of Roads - Capital,OPERATIONS DIRECTORATE,AtkinsRéalis UK Limited,1016426,Renewals of Roads,"£67,152.31",KT18 5BW
Department for Transport,High Speed Two (HS2) Limited,26/03/2025,AUC - Phase 2A,AUC - 000000,EDP JOINT VENTURE,#,P2a EDP Task Orders,"£67,026.44",#
Department for Transport,National Highways,21/03/2025,TA Renewal of Roads - Capital,OPERATIONS DIRECTORATE,Chevron Traffic Management Ltd,1016265,Renewals of Roads,"£66,979.35",EC2M 5QQ
Department for Transport,EWR,31/03/2025, Internal Audit,Operate the Business,HM Treasury inc. Government Internal Audit Agency,19894,Internal Audit Fees for Q4 24/25,"£66,906.30",NR7 0HS
Department for Transport,National Highways,24/03/2025,Contractor Costs,OPERATIONS DIRECTORATE,CROWN HIGHWAYS LTD,1016509,Operate S274/S278,"£66,837.31",WS7 4QF
Department for Transport,National Highways,03/03/2025,Contractor Costs,OPERATIONS DIRECTORATE,H W MARTIN (TRAFFIC MANAGEMENT) LIMITED,1012306,Routine Maintenance,"£66,714.34",DE55 5JY
Department for Transport,EWR,18/03/2025,Secondee Salaries,PC - Programme & Project Management,Network Rail,19656,Secondment of Network Rail employee 0111-3103,"£66,600.00",M60 7WY
Department for Transport,National Highways,11/03/2025,TA Renewal of Roads - Capital,OPERATIONS DIRECTORATE,ARCADIS (UK) LIMITED,1013254,Renewals of Roads,"£66,461.81",CF3 0EY
Department for Transport,National Highways,21/03/2025,TA Renewal of Structures - Capital,OPERATIONS DIRECTORATE,H W MARTIN (TRAFFIC MANAGEMENT) LIMITED,1016230,Renewals of Structures,"£66,425.32",DE55 5JY
Department for Transport,Department for Transport,27/03/2025,Research,DG Road Transport Group,NATIONAL CENTRE FOR SOCIAL RESEARCH,2000038033,#,"£66,424.65",EC1V 0AX
Department for Transport,DVSA,21/03/2025,RENT,ESTATES,MILTON PROPERTY INVESTMENTS LIMITED,1900015204,RC - ERITH MPTC RENT,"£66,250.00",#
Department for Transport,Department for Transport,12/03/2025,Research,DG Road Transport Group,Ipsos (market research) Ltd,2000036120,#,"£66,220.00",E1W 1YW
Department for Transport,National Highways,20/03/2025,TA Renewal of Structures - Capital,OPERATIONS DIRECTORATE,KIER TRANSPORTATION LIMITED,1015221,Renewals of Structures,"£66,113.05",M50 3XP
Department for Transport,National Highways,26/03/2025,TA Cost AUC - Programme,OPERATIONS DIRECTORATE,RINGWAY INFRASTRUCTURE SERVICES LIMITED,CONF9211303054543500,Safety,"£66,051.67",EN1 1TH
Department for Transport,National Highways,10/03/2025,TA Renewal of Roads - Capital,OPERATIONS DIRECTORATE,RINGWAY INFRASTRUCTURE SERVICES LIMITED,CONF8830010246850020,Renewals of Roads,"£66,019.12",EN1 1TH
Department for Transport,British Transport Police,12/03/2025,Annual Licences - Software,Professional Standards,Corporate It Systems Ltd,585226,Annual Licences - Software,"£66,000.00",BH17 7FJ
Department for Transport,National Highways,21/03/2025,TA Renewal of Structures - Capital,OPERATIONS DIRECTORATE,VolkerLaser Ltd,1015557,Renewals of Structures,"£65,917.92",EN11 9BX
Department for Transport,National Highways,25/03/2025,TA Cost AUC – Non SRN,DIGITAL SERVICES,KAPSCH TRAFFICCOM AG,1016818,RIS 2 Schemes,"£65,678.44",AM Europlatz 2
Department for Transport,National Highways,21/03/2025,TA Renewal of Structures - Capital,OPERATIONS DIRECTORATE,Taylor Woodrow Infrastructure Limited,1016021,Renewals of Structures,"£65,654.29",WD24 4WW
Department for Transport,Department for Transport,07/03/2025,Research Grant-PS,"DG Decarbonisation, Technology & Strategy ",The Alan Turing Institute,2000035758,Automating processes with gen AI,"£65,604.00",NW1 2DB
Department for Transport,DVSA,21/03/2025,RENT,ESTATES,HIGH POINT ESTATES LIMITED,1900014587,RC - DARLINGTOM MPTC RENT,"£65,452.63",#
Department for Transport,EWR,27/03/2025,Computer Consultancy,Delivery Executive,Porsche Consulting GmbH,19817,Digital Spine Consulting January 2025,"£65,409.10",Germany
Department for Transport,Department for Transport,13/03/2025,Subsidies Private Se,DG Public Transport and Local Group,STEPHENSONS COACHES,2000036314,Stephensons Coaches,"£65,357.64",SS4 1BS
Department for Transport,National Highways,07/03/2025,Lands Costs,FINANCE & BUSINESS SERVICES,CARTER JONAS LLP,1012825,Corporate Support Lands,"£65,352.42",W1G 0BG
Department for Transport,National Highways,13/03/2025,TA Renewal of Structures - Capital,OPERATIONS DIRECTORATE,AMEY OW LIMITED,CONF9122018212024149,Renewals of Structures,"£65,345.97",OX4 4DQ
Department for Transport,Department for Transport,05/03/2025,Subsidies Private Se,DG Public Transport and Local Group,TRANSDEV LANCASHIRE UNITED LTD,2000035369,Transdev Lancashire United,"£65,199.68",HG2 7NY
Department for Transport,National Highways,18/03/2025,TA Renewal of Structures - Capital,FINANCE & BUSINESS SERVICES,DYER & BUTLER LTD,1014102,Renewals of Structures,"£65,158.93",SG1 2ST
Department for Transport,Department for Transport,28/03/2025,Capital Subs To Tocs,DG Public Transport and Local Group,NORTHERN TRAINS LIMITED,2000038241,2601 Wk4 NTL - DPAYG Resource 24/25 - Northern Tra,"£65,100.00",M1 2NF
Department for Transport,National Highways,19/03/2025,TA Cost AUC - Programme,MAJOR PROJECTS,COSTAIN LIMITED,834898,RIS 2 Schemes,"£65,075.29",SL6 4UB
Department for Transport,Maritime and Coastguard Agency,25/03/2025,Aviation Fuel Charge,Sumburgh SAR Helicopter Base,Bristow Helicopters Ltd,233147775,Sumburgh Flying Charge February 2025,"£65,016.78",RH1 5JZ
Department for Transport,DVSA,05/03/2025,SOFTWARE LICENSING CAPITAL,PHOENIX BUSINESS TRANSFORMATION & DELIEVERY,KERV DIGITAL LIMITED,5100008625,TESTING: BC CONFIGURATION -JANUARY - FEBRUARY 2025,"£65,000.00",#
Department for Transport,DVSA,05/03/2025,SOFTWARE LICENSING CAPITAL,PHOENIX BUSINESS TRANSFORMATION & DELIEVERY,KERV DIGITAL LIMITED,5100008626,TESTING INTEGRATION - JANUARY - FEBRUARY 2025,"£65,000.00",#
Department for Transport,DVSA,05/03/2025,SOFTWARE LICENSING CAPITAL,PHOENIX BUSINESS TRANSFORMATION & DELIEVERY,KERV DIGITAL LIMITED,5100008632,TESTING:CONFIGURATION -JANUARY - FEBRUARY 2025,"£65,000.00",#
Department for Transport,National Highways,24/03/2025,TA Renewal of Structures - Capital,OPERATIONS DIRECTORATE,VolkerLaser Ltd,1016483,Renewals of Structures,"£64,983.03",EN11 9BX
Department for Transport,National Highways,17/03/2025,Contractor Costs,OPERATIONS DIRECTORATE,ROADLINK (A69) LTD,1013979,Operate Roads PFI Service Payments,"£64,899.74",NE43 7TN
